year,month,day,Location,Temperature,Percipitation,wind_pressure
2020,1,1,Thiruchirappalli,25.15,0.32,99.45
2020,1,2,Thiruchirappalli,25.78,0.05,99.55
2020,1,3,Thiruchirappalli,25.98,0,99.47
2020,1,4,Thiruchirappalli,26.4,0,99.29
2020,1,5,Thiruchirappalli,26.14,0.04,99.29
2020,1,6,Thiruchirappalli,25.28,1.23,99.48
2020,1,7,Thiruchirappalli,24.89,0.87,99.48
2020,1,8,Thiruchirappalli,24.73,0.14,99.42
2020,1,9,Thiruchirappalli,23.8,0,99.42
2020,1,10,Thiruchirappalli,23.54,0,99.44
2020,1,11,Thiruchirappalli,23.13,0,99.51
2020,1,12,Thiruchirappalli,23.83,0,99.43
2020,1,13,Thiruchirappalli,23.76,0,99.32
2020,1,14,Thiruchirappalli,23.18,0,99.32
2020,1,15,Thiruchirappalli,22.91,0,99.37
2020,1,16,Thiruchirappalli,24.08,0,99.36
2020,1,17,Thiruchirappalli,25.19,0.22,99.35
2020,1,18,Thiruchirappalli,25.71,5.11,99.31
2020,1,19,Thiruchirappalli,25.5,0.7,99.39
2020,1,20,Thiruchirappalli,25.29,0,99.48
2020,1,21,Thiruchirappalli,24.75,0.02,99.56
2020,1,22,Thiruchirappalli,25.27,0.02,99.57
2020,1,23,Thiruchirappalli,25.76,0.02,99.49
2020,1,24,Thiruchirappalli,24.42,0,99.51
2020,1,25,Thiruchirappalli,23.82,0,99.52
2020,1,26,Thiruchirappalli,24.37,0,99.42
2020,1,27,Thiruchirappalli,24.72,0,99.39
2020,1,28,Thiruchirappalli,25.65,0,99.42
2020,1,29,Thiruchirappalli,26.08,0,99.47
2020,1,30,Thiruchirappalli,26.22,0,99.39
2020,1,31,Thiruchirappalli,26.27,0,99.31
2020,2,1,Thiruchirappalli,26.23,0,99.37
2020,2,2,Thiruchirappalli,26,0,99.57
2020,2,3,Thiruchirappalli,25.98,0,99.56
2020,2,4,Thiruchirappalli,26.58,0.01,99.4
2020,2,5,Thiruchirappalli,26.76,0.01,99.43
2020,2,6,Thiruchirappalli,26.4,0,99.44
2020,2,7,Thiruchirappalli,26.99,0,99.47
2020,2,8,Thiruchirappalli,27.66,0,99.47
2020,2,9,Thiruchirappalli,27.55,0.01,99.49
2020,2,10,Thiruchirappalli,27.24,0.05,99.47
2020,2,11,Thiruchirappalli,27.34,0.02,99.51
2020,2,12,Thiruchirappalli,27.3,0.05,99.62
2020,2,13,Thiruchirappalli,27.39,0,99.56
2020,2,14,Thiruchirappalli,27.64,0,99.36
2020,2,15,Thiruchirappalli,28.06,0,99.35
2020,2,16,Thiruchirappalli,27.02,0,99.48
2020,2,17,Thiruchirappalli,27.39,0,99.53
2020,2,18,Thiruchirappalli,26.51,0,99.53
2020,2,19,Thiruchirappalli,25.8,0,99.49
2020,2,20,Thiruchirappalli,26.54,0,99.44
2020,2,21,Thiruchirappalli,27.57,0.09,99.53
2020,2,22,Thiruchirappalli,28.74,0.11,99.62
2020,2,23,Thiruchirappalli,28.12,0,99.54
2020,2,24,Thiruchirappalli,28.26,0,99.34
2020,2,25,Thiruchirappalli,29.62,0,99.22
2020,2,26,Thiruchirappalli,29.47,0,99.26
2020,2,27,Thiruchirappalli,29.62,0,99.29
2020,2,28,Thiruchirappalli,29.95,0,99.21
2020,2,29,Thiruchirappalli,29.87,0,99.19
2020,3,1,Thiruchirappalli,30.27,0.01,99.24
2020,3,2,Thiruchirappalli,31.59,0.01,99.26
2020,3,3,Thiruchirappalli,31.99,0.01,99.26
2020,3,4,Thiruchirappalli,32.61,0.01,99.16
2020,3,5,Thiruchirappalli,31.93,0,99.11
2020,3,6,Thiruchirappalli,31.75,0,99.15
2020,3,7,Thiruchirappalli,31.78,0,99.28
2020,3,8,Thiruchirappalli,32.62,0.12,99.25
2020,3,9,Thiruchirappalli,32.51,0,99.15
2020,3,10,Thiruchirappalli,32.36,0,99.2
2020,3,11,Thiruchirappalli,32.23,0,99.21
2020,3,12,Thiruchirappalli,31.75,0,99.32
2020,3,13,Thiruchirappalli,31.19,0,99.32
2020,3,14,Thiruchirappalli,31.92,0,99.21
2020,3,15,Thiruchirappalli,31.78,0,99.19
2020,3,16,Thiruchirappalli,32.49,0,99.28
2020,3,17,Thiruchirappalli,32,0,99.43
2020,3,18,Thiruchirappalli,32.51,0,99.36
2020,3,19,Thiruchirappalli,33,0,99.26
2020,3,20,Thiruchirappalli,33.55,0.03,99.22
2020,3,21,Thiruchirappalli,33.81,0.06,99.2
2020,3,22,Thiruchirappalli,34.36,0,99.19
2020,3,23,Thiruchirappalli,33.53,0,99.16
2020,3,24,Thiruchirappalli,33.08,0,99.03
2020,3,25,Thiruchirappalli,33.19,0,99.04
2020,3,26,Thiruchirappalli,32.65,0,99.09
2020,3,27,Thiruchirappalli,32.52,0,99.29
2020,3,28,Thiruchirappalli,33.08,0,99.18
2020,3,29,Thiruchirappalli,33,0,99.1
2020,3,30,Thiruchirappalli,32.07,0,99.15
2020,3,31,Thiruchirappalli,32.01,0,99.2
2020,4,1,Thiruchirappalli,32.72,0,99.16
2020,4,2,Thiruchirappalli,33.59,0,99.04
2020,4,3,Thiruchirappalli,33.63,0,99.11
2020,4,4,Thiruchirappalli,34.22,0.16,99.19
2020,4,5,Thiruchirappalli,33.55,1.81,99.26
2020,4,6,Thiruchirappalli,33.94,0.12,99.23
2020,4,7,Thiruchirappalli,32.86,0.72,99.15
2020,4,8,Thiruchirappalli,34.01,1.26,99.16
2020,4,9,Thiruchirappalli,33.27,4.48,99.15
2020,4,10,Thiruchirappalli,32.9,0.74,99.22
2020,4,11,Thiruchirappalli,33.29,0.01,99.32
2020,4,12,Thiruchirappalli,33.31,0,99.26
2020,4,13,Thiruchirappalli,33.89,0,99.1
2020,4,14,Thiruchirappalli,33.96,0,99.14
2020,4,15,Thiruchirappalli,34.59,0,99.23
2020,4,16,Thiruchirappalli,35.32,0.02,99.1
2020,4,17,Thiruchirappalli,35.37,0.14,99.04
2020,4,18,Thiruchirappalli,35.76,0.08,99.07
2020,4,19,Thiruchirappalli,34.8,0.46,99.05
2020,4,20,Thiruchirappalli,34.79,0.09,99.05
2020,4,21,Thiruchirappalli,35.84,0,99.06
2020,4,22,Thiruchirappalli,36.49,0.01,99
2020,4,23,Thiruchirappalli,36.81,0.73,98.95
2020,4,24,Thiruchirappalli,35.25,0.06,98.95
2020,4,25,Thiruchirappalli,33.98,0.66,98.92
2020,4,26,Thiruchirappalli,31.25,2.78,99.06
2020,4,27,Thiruchirappalli,32.87,2.8,99.09
2020,4,28,Thiruchirappalli,31.69,1.64,99.08
2020,4,29,Thiruchirappalli,32.56,1.82,99.03
2020,4,30,Thiruchirappalli,32.58,0.15,99.1
2020,5,1,Thiruchirappalli,35.31,0.08,98.98
2020,5,2,Thiruchirappalli,35.59,0.57,98.84
2020,5,3,Thiruchirappalli,35.3,0.68,98.86
2020,5,4,Thiruchirappalli,35.89,0,98.95
2020,5,5,Thiruchirappalli,36.24,0,98.94
2020,5,6,Thiruchirappalli,34.91,0.05,98.93
2020,5,7,Thiruchirappalli,35.49,0.27,98.95
2020,5,8,Thiruchirappalli,34.83,0.2,98.94
2020,5,9,Thiruchirappalli,35.61,0.2,98.95
2020,5,10,Thiruchirappalli,35.57,0.42,98.96
2020,5,11,Thiruchirappalli,33.03,1.02,99
2020,5,12,Thiruchirappalli,31.93,0.75,99
2020,5,13,Thiruchirappalli,34.3,1.45,98.85
2020,5,14,Thiruchirappalli,35.87,0.07,98.75
2020,5,15,Thiruchirappalli,35.65,0.41,98.62
2020,5,16,Thiruchirappalli,34.34,0.11,98.53
2020,5,17,Thiruchirappalli,34.78,4.15,98.46
2020,5,18,Thiruchirappalli,32.97,0.54,98.4
2020,5,19,Thiruchirappalli,33.98,0.01,98.32
2020,5,20,Thiruchirappalli,35.33,0,98.42
2020,5,21,Thiruchirappalli,34.84,0.07,98.69
2020,5,22,Thiruchirappalli,37.17,0,98.59
2020,5,23,Thiruchirappalli,38.21,0.01,98.61
2020,5,24,Thiruchirappalli,36.48,0.63,98.68
2020,5,25,Thiruchirappalli,35.11,0.3,98.8
2020,5,26,Thiruchirappalli,35.44,0.07,98.82
2020,5,27,Thiruchirappalli,34.11,0.26,98.81
2020,5,28,Thiruchirappalli,33.74,6.95,98.74
2020,5,29,Thiruchirappalli,33.65,1,98.77
2020,5,30,Thiruchirappalli,33.41,0.01,98.82
2020,5,31,Thiruchirappalli,33.27,0.77,98.9
2020,6,1,Thiruchirappalli,31.5,9.91,98.99
2020,6,2,Thiruchirappalli,29.15,6.8,98.96
2020,6,3,Thiruchirappalli,29.73,0.01,98.95
2020,6,4,Thiruchirappalli,30.44,0,98.93
2020,6,5,Thiruchirappalli,30.73,2.98,98.92
2020,6,6,Thiruchirappalli,29.68,4.64,98.89
2020,6,7,Thiruchirappalli,29.8,3.91,98.83
2020,6,8,Thiruchirappalli,30.83,0.03,98.73
2020,6,9,Thiruchirappalli,31.38,0.13,98.68
2020,6,10,Thiruchirappalli,30.65,1.36,98.62
2020,6,11,Thiruchirappalli,29.91,0.19,98.56
2020,6,12,Thiruchirappalli,31.34,0,98.55
2020,6,13,Thiruchirappalli,32.29,0,98.61
2020,6,14,Thiruchirappalli,32.4,0,98.7
2020,6,15,Thiruchirappalli,31.94,0,98.65
2020,6,16,Thiruchirappalli,31.69,0.01,98.59
2020,6,17,Thiruchirappalli,31.45,0.14,98.65
2020,6,18,Thiruchirappalli,31.38,0.52,98.79
2020,6,19,Thiruchirappalli,31.54,0.02,98.82
2020,6,20,Thiruchirappalli,31.26,0.49,98.81
2020,6,21,Thiruchirappalli,29.12,0.61,98.75
2020,6,22,Thiruchirappalli,30.92,0.07,98.58
2020,6,23,Thiruchirappalli,33.11,0.58,98.66
2020,6,24,Thiruchirappalli,31.99,3.5,98.72
2020,6,25,Thiruchirappalli,29.08,12.2,98.69
2020,6,26,Thiruchirappalli,29.04,7.5,98.64
2020,6,27,Thiruchirappalli,30.25,1.27,98.65
2020,6,28,Thiruchirappalli,29.83,2.54,98.62
2020,6,29,Thiruchirappalli,29.82,1.26,98.55
2020,6,30,Thiruchirappalli,29.98,0.76,98.54
2020,7,1,Thiruchirappalli,29,0.14,98.71
2020,7,2,Thiruchirappalli,29.98,2.65,98.69
2020,7,3,Thiruchirappalli,28.79,5.99,98.75
2020,7,4,Thiruchirappalli,28.4,0.63,98.74
2020,7,5,Thiruchirappalli,29.12,0.16,98.71
2020,7,6,Thiruchirappalli,29.22,0.24,98.69
2020,7,7,Thiruchirappalli,29.58,2.25,98.76
2020,7,8,Thiruchirappalli,28.12,2.87,98.83
2020,7,9,Thiruchirappalli,27.28,16.63,98.81
2020,7,10,Thiruchirappalli,28.26,1.88,98.86
2020,7,11,Thiruchirappalli,28.21,16.33,98.83
2020,7,12,Thiruchirappalli,29.62,3.68,98.69
2020,7,13,Thiruchirappalli,28.48,0.12,98.64
2020,7,14,Thiruchirappalli,27.97,11.6,98.68
2020,7,15,Thiruchirappalli,27.7,2.88,98.66
2020,7,16,Thiruchirappalli,28.58,0.87,98.61
2020,7,17,Thiruchirappalli,27.56,0.09,98.65
2020,7,18,Thiruchirappalli,28.74,1.41,98.74
2020,7,19,Thiruchirappalli,28.13,8.1,98.77
2020,7,20,Thiruchirappalli,27.62,13.59,98.66
2020,7,21,Thiruchirappalli,27.91,0.9,98.74
2020,7,22,Thiruchirappalli,27.65,0.25,98.78
2020,7,23,Thiruchirappalli,28.32,4.77,98.74
2020,7,24,Thiruchirappalli,28.16,14.35,98.84
2020,7,25,Thiruchirappalli,28.92,11.08,98.92
2020,7,26,Thiruchirappalli,28.02,1.11,99.04
2020,7,27,Thiruchirappalli,27.88,1.8,98.87
2020,7,28,Thiruchirappalli,27.45,5.43,98.7
2020,7,29,Thiruchirappalli,26.11,13.37,98.64
2020,7,30,Thiruchirappalli,28.83,0.28,98.68
2020,7,31,Thiruchirappalli,28.66,10.39,98.65
2020,8,1,Thiruchirappalli,27.29,3.52,98.7
2020,8,2,Thiruchirappalli,27.05,1.12,98.75
2020,8,3,Thiruchirappalli,27.44,0.74,98.66
2020,8,4,Thiruchirappalli,26.97,0.38,98.55
2020,8,5,Thiruchirappalli,28.39,0.03,98.45
2020,8,6,Thiruchirappalli,28.92,0.18,98.55
2020,8,7,Thiruchirappalli,29.86,0.02,98.73
2020,8,8,Thiruchirappalli,27.74,8.21,98.78
2020,8,9,Thiruchirappalli,26.23,6.65,98.76
2020,8,10,Thiruchirappalli,27.08,0.09,98.79
2020,8,11,Thiruchirappalli,28.41,4.23,98.88
2020,8,12,Thiruchirappalli,28.46,0.14,98.95
2020,8,13,Thiruchirappalli,28.5,0,98.79
2020,8,14,Thiruchirappalli,28.6,0,98.7
2020,8,15,Thiruchirappalli,27.98,0,98.77
2020,8,16,Thiruchirappalli,29.07,0,98.77
2020,8,17,Thiruchirappalli,30.31,0,98.73
2020,8,18,Thiruchirappalli,30.32,1.52,98.74
2020,8,19,Thiruchirappalli,28.6,0.31,98.66
2020,8,20,Thiruchirappalli,27.92,0,98.7
2020,8,21,Thiruchirappalli,29.92,0.02,98.83
2020,8,22,Thiruchirappalli,29.65,4.27,98.91
2020,8,23,Thiruchirappalli,28.84,16.37,98.9
2020,8,24,Thiruchirappalli,27.65,25.38,98.94
2020,8,25,Thiruchirappalli,28.51,4.04,98.97
2020,8,26,Thiruchirappalli,27.95,0.94,98.98
2020,8,27,Thiruchirappalli,27.82,1.15,98.88
2020,8,28,Thiruchirappalli,29.52,0.2,98.76
2020,8,29,Thiruchirappalli,28.76,0.17,98.77
2020,8,30,Thiruchirappalli,28.98,2.53,98.81
2020,8,31,Thiruchirappalli,28.3,6.53,98.86
2020,9,1,Thiruchirappalli,26.25,9.87,98.85
2020,9,2,Thiruchirappalli,26.69,9.52,98.87
2020,9,3,Thiruchirappalli,27.33,4.75,98.84
2020,9,4,Thiruchirappalli,28.03,2.99,98.76
2020,9,5,Thiruchirappalli,28.06,1.25,98.71
2020,9,6,Thiruchirappalli,28.37,9.53,98.71
2020,9,7,Thiruchirappalli,27.52,1.34,98.82
2020,9,8,Thiruchirappalli,27.72,2.22,98.85
2020,9,9,Thiruchirappalli,27.19,17.16,98.78
2020,9,10,Thiruchirappalli,26.69,7.57,98.65
2020,9,11,Thiruchirappalli,26.36,2.01,98.75
2020,9,12,Thiruchirappalli,26.62,0.2,98.97
2020,9,13,Thiruchirappalli,25.61,3.92,98.99
2020,9,14,Thiruchirappalli,27.19,0.66,98.85
2020,9,15,Thiruchirappalli,27.87,0.59,98.82
2020,9,16,Thiruchirappalli,28.23,0,98.84
2020,9,17,Thiruchirappalli,28,0.51,98.86
2020,9,18,Thiruchirappalli,28.59,0.19,98.72
2020,9,19,Thiruchirappalli,27.8,0.26,98.59
2020,9,20,Thiruchirappalli,26.44,0.21,98.59
2020,9,21,Thiruchirappalli,27.26,0.13,98.66
2020,9,22,Thiruchirappalli,27.9,0,98.78
2020,9,23,Thiruchirappalli,28.12,0,98.86
2020,9,24,Thiruchirappalli,28.33,0.01,98.99
2020,9,25,Thiruchirappalli,27.25,1.6,99.02
2020,9,26,Thiruchirappalli,26.36,0.46,99.01
2020,9,27,Thiruchirappalli,27.65,11.38,98.99
2020,9,28,Thiruchirappalli,26.81,9.87,98.94
2020,9,29,Thiruchirappalli,25.39,29.4,98.82
2020,9,30,Thiruchirappalli,25.6,10.12,98.8
2020,10,1,Thiruchirappalli,25.95,0.1,98.83
2020,10,2,Thiruchirappalli,27.19,0.61,98.82
2020,10,3,Thiruchirappalli,25.57,5.33,98.9
2020,10,4,Thiruchirappalli,26.69,0.03,98.98
2020,10,5,Thiruchirappalli,27.95,0.4,98.84
2020,10,6,Thiruchirappalli,29.11,3.67,98.82
2020,10,7,Thiruchirappalli,28.62,7.45,98.85
2020,10,8,Thiruchirappalli,27.44,9.46,98.86
2020,10,9,Thiruchirappalli,26.67,6.42,98.91
2020,10,10,Thiruchirappalli,26.49,1.42,98.86
2020,10,11,Thiruchirappalli,25.5,0.11,98.73
2020,10,12,Thiruchirappalli,26.91,0.13,98.58
2020,10,13,Thiruchirappalli,26.48,0.2,98.48
2020,10,14,Thiruchirappalli,26.6,0.05,98.63
2020,10,15,Thiruchirappalli,27.64,0.02,98.66
2020,10,16,Thiruchirappalli,26.87,4.08,98.65
2020,10,17,Thiruchirappalli,27.23,7.07,98.74
2020,10,18,Thiruchirappalli,26.66,9.09,98.82
2020,10,19,Thiruchirappalli,26.43,11.05,98.79
2020,10,20,Thiruchirappalli,25.51,5.57,98.75
2020,10,21,Thiruchirappalli,26.5,3.01,98.79
2020,10,22,Thiruchirappalli,26.07,1.07,98.78
2020,10,23,Thiruchirappalli,26.74,0.51,98.83
2020,10,24,Thiruchirappalli,24.48,0.09,99
2020,10,25,Thiruchirappalli,26.76,13.03,99.08
2020,10,26,Thiruchirappalli,26.96,0.02,99.1
2020,10,27,Thiruchirappalli,26.94,0.01,99.05
2020,10,28,Thiruchirappalli,26.95,0.16,99.12
2020,10,29,Thiruchirappalli,26.94,0.47,99.14
2020,10,30,Thiruchirappalli,27.05,1.4,99.11
2020,10,31,Thiruchirappalli,27.21,0.8,99.11
2020,11,1,Thiruchirappalli,27.75,0.11,99.17
2020,11,2,Thiruchirappalli,27.81,0.22,99.25
2020,11,3,Thiruchirappalli,27.92,0.27,99.23
2020,11,4,Thiruchirappalli,27.32,1.04,99.19
2020,11,5,Thiruchirappalli,27.08,5.6,99.23
2020,11,6,Thiruchirappalli,26.09,4.25,99.34
2020,11,7,Thiruchirappalli,26.16,0.92,99.38
2020,11,8,Thiruchirappalli,25.12,3.46,99.41
2020,11,9,Thiruchirappalli,26.32,0.04,99.28
2020,11,10,Thiruchirappalli,25.86,0.01,99.12
2020,11,11,Thiruchirappalli,26.23,2.5,99.08
2020,11,12,Thiruchirappalli,25.63,14.54,99.18
2020,11,13,Thiruchirappalli,25.9,14.3,99.18
2020,11,14,Thiruchirappalli,26.18,4.11,99.08
2020,11,15,Thiruchirappalli,25.45,9.38,99.01
2020,11,16,Thiruchirappalli,25.01,25.58,99.16
2020,11,17,Thiruchirappalli,25.47,24.73,99.14
2020,11,18,Thiruchirappalli,25.44,5.85,99.18
2020,11,19,Thiruchirappalli,25.62,1.21,99.21
2020,11,20,Thiruchirappalli,25.02,0.32,99.26
2020,11,21,Thiruchirappalli,24.37,0,99.32
2020,11,22,Thiruchirappalli,23.76,0,99.36
2020,11,23,Thiruchirappalli,23.93,0.17,99.3
2020,11,24,Thiruchirappalli,23.82,2.18,99.1
2020,11,25,Thiruchirappalli,24.88,4.7,98.9
2020,11,26,Thiruchirappalli,23.98,39.34,98.72
2020,11,27,Thiruchirappalli,25.19,6.34,99.11
2020,11,28,Thiruchirappalli,25.28,2.53,99.36
2020,11,29,Thiruchirappalli,25.13,0.95,99.36
2020,11,30,Thiruchirappalli,25.03,1.35,99.35
2020,12,1,Thiruchirappalli,24.16,0.33,99.39
2020,12,2,Thiruchirappalli,24.27,18.72,99.16
2020,12,3,Thiruchirappalli,23.76,53.75,99
2020,12,4,Thiruchirappalli,24.21,27.59,98.86
2020,12,5,Thiruchirappalli,24.08,8.75,98.98
2020,12,6,Thiruchirappalli,24.41,14.32,99.16
2020,12,7,Thiruchirappalli,25.07,7.26,99.33
2020,12,8,Thiruchirappalli,24.94,7.77,99.43
2020,12,9,Thiruchirappalli,24.87,1.65,99.37
2020,12,10,Thiruchirappalli,23.63,0.03,99.41
2020,12,11,Thiruchirappalli,22.88,0,99.42
2020,12,12,Thiruchirappalli,22.81,0,99.36
2020,12,13,Thiruchirappalli,22.74,0,99.3
2020,12,14,Thiruchirappalli,22.25,0,99.31
2020,12,15,Thiruchirappalli,23.1,1.62,99.36
2020,12,16,Thiruchirappalli,23.35,21.29,99.37
2020,12,17,Thiruchirappalli,23.83,10.97,99.34
2020,12,18,Thiruchirappalli,23.3,11.98,99.36
2020,12,19,Thiruchirappalli,22.98,1.33,99.44
2020,12,20,Thiruchirappalli,22.73,0.04,99.49
2020,12,21,Thiruchirappalli,21.47,0,99.41
2020,12,22,Thiruchirappalli,21.66,0.02,99.35
2020,12,23,Thiruchirappalli,22.24,0.01,99.3
2020,12,24,Thiruchirappalli,22.85,0,99.21
2020,12,25,Thiruchirappalli,22.38,0.01,99.28
2020,12,26,Thiruchirappalli,21.52,0,99.37
2020,12,27,Thiruchirappalli,22.31,0.02,99.3
2020,12,28,Thiruchirappalli,22.33,0.01,99.26
2020,12,29,Thiruchirappalli,23.35,1.41,99.21
2020,12,30,Thiruchirappalli,24.18,6.5,99.18
2020,12,31,Thiruchirappalli,24.08,9.73,99.26
2021,1,1,Thiruchirappalli,22.77,0.49,99.38
2021,1,2,Thiruchirappalli,23.06,2.37,99.3
2021,1,3,Thiruchirappalli,24.23,8.83,99.18
2021,1,4,Thiruchirappalli,24.58,2.55,99.2
2021,1,5,Thiruchirappalli,23.99,2.29,99.24
2021,1,6,Thiruchirappalli,23.8,10.46,99.15
2021,1,7,Thiruchirappalli,24.75,11.16,99.04
2021,1,8,Thiruchirappalli,25.23,6.79,98.98
2021,1,9,Thiruchirappalli,24.08,4.59,99.07
2021,1,10,Thiruchirappalli,23.63,6.34,99.13
2021,1,11,Thiruchirappalli,23.57,23.21,99.23
2021,1,12,Thiruchirappalli,23.35,22.26,99.2
2021,1,13,Thiruchirappalli,23.6,16.86,99.21
2021,1,14,Thiruchirappalli,23.69,14.33,99.19
2021,1,15,Thiruchirappalli,23.59,7.77,99.2
2021,1,16,Thiruchirappalli,23.73,0.3,99.15
2021,1,17,Thiruchirappalli,22.05,0.01,99.25
2021,1,18,Thiruchirappalli,21.71,0,99.35
2021,1,19,Thiruchirappalli,22.25,0,99.3
2021,1,20,Thiruchirappalli,23.43,0.37,99.31
2021,1,21,Thiruchirappalli,25.03,0.64,99.26
2021,1,22,Thiruchirappalli,25.19,0.14,99.24
2021,1,23,Thiruchirappalli,23.95,0.06,99.32
2021,1,24,Thiruchirappalli,23.11,0,99.39
2021,1,25,Thiruchirappalli,22.65,0,99.45
2021,1,26,Thiruchirappalli,21.86,0,99.41
2021,1,27,Thiruchirappalli,21.89,0,99.43
2021,1,28,Thiruchirappalli,22.6,0,99.42
2021,1,29,Thiruchirappalli,23.5,0.35,99.43
2021,1,30,Thiruchirappalli,23.82,0.01,99.37
2021,1,31,Thiruchirappalli,23.51,0,99.42
2021,2,1,Thiruchirappalli,23.04,0.01,99.56
2021,2,2,Thiruchirappalli,23.33,0.03,99.56
2021,2,3,Thiruchirappalli,23.54,0,99.52
2021,2,4,Thiruchirappalli,22.83,0,99.53
2021,2,5,Thiruchirappalli,22.53,0,99.44
2021,2,6,Thiruchirappalli,22.42,0,99.36
2021,2,7,Thiruchirappalli,21.94,0,99.36
2021,2,8,Thiruchirappalli,22.15,0,99.45
2021,2,9,Thiruchirappalli,22.06,0,99.4
2021,2,10,Thiruchirappalli,21.68,0,99.37
2021,2,11,Thiruchirappalli,21.51,0,99.32
2021,2,12,Thiruchirappalli,21.96,0,99.39
2021,2,13,Thiruchirappalli,22.73,0,99.44
2021,2,14,Thiruchirappalli,23.05,0,99.44
2021,2,15,Thiruchirappalli,24.14,0,99.31
2021,2,16,Thiruchirappalli,24.71,0,99.29
2021,2,17,Thiruchirappalli,24.6,0,99.26
2021,2,18,Thiruchirappalli,24.66,0.01,99.38
2021,2,19,Thiruchirappalli,25.55,0.08,99.36
2021,2,20,Thiruchirappalli,26.19,2.34,99.28
2021,2,21,Thiruchirappalli,25.96,5.73,99.34
2021,2,22,Thiruchirappalli,26.04,0.56,99.45
2021,2,23,Thiruchirappalli,26.03,0,99.34
2021,2,24,Thiruchirappalli,25.65,0,99.28
2021,2,25,Thiruchirappalli,25.87,0,99.25
2021,2,26,Thiruchirappalli,25.88,0,99.11
2021,2,27,Thiruchirappalli,26.34,0,99.05
2021,2,28,Thiruchirappalli,25.64,0,99.14
2021,3,1,Thiruchirappalli,26.01,0,99.4
2021,3,2,Thiruchirappalli,25.9,0,99.42
2021,3,3,Thiruchirappalli,25.51,0,99.33
2021,3,4,Thiruchirappalli,25.87,0,99.34
2021,3,5,Thiruchirappalli,26.37,0,99.44
2021,3,6,Thiruchirappalli,27.43,0,99.39
2021,3,7,Thiruchirappalli,27.97,0,99.3
2021,3,8,Thiruchirappalli,28.38,0,99.34
2021,3,9,Thiruchirappalli,28.54,0,99.4
2021,3,10,Thiruchirappalli,27.99,4.07,99.4
2021,3,11,Thiruchirappalli,28.28,1.36,99.39
2021,3,12,Thiruchirappalli,27.9,0.05,99.47
2021,3,13,Thiruchirappalli,27.76,0,99.42
2021,3,14,Thiruchirappalli,28.16,0,99.28
2021,3,15,Thiruchirappalli,28.66,0,99.19
2021,3,16,Thiruchirappalli,28.98,0,99.19
2021,3,17,Thiruchirappalli,28.48,0,99.13
2021,3,18,Thiruchirappalli,27.39,0,99.16
2021,3,19,Thiruchirappalli,28.68,0,99.13
2021,3,20,Thiruchirappalli,29.9,0,99.01
2021,3,21,Thiruchirappalli,29.71,0,98.99
2021,3,22,Thiruchirappalli,29.75,0.21,99.12
2021,3,23,Thiruchirappalli,29.84,0,99.17
2021,3,24,Thiruchirappalli,29.6,0,99.17
2021,3,25,Thiruchirappalli,29.14,0,99.12
2021,3,26,Thiruchirappalli,29.77,0.02,99.06
2021,3,27,Thiruchirappalli,30.99,0,99.02
2021,3,28,Thiruchirappalli,31.17,0.06,98.98
2021,3,29,Thiruchirappalli,32.05,0.01,98.96
2021,3,30,Thiruchirappalli,32.8,0,98.78
2021,3,31,Thiruchirappalli,34.25,0,98.66
2021,4,1,Thiruchirappalli,34.25,0.17,98.6
2021,4,2,Thiruchirappalli,35.15,0.05,98.63
2021,4,3,Thiruchirappalli,34.75,0,98.72
2021,4,4,Thiruchirappalli,35.5,0.3,98.81
2021,4,5,Thiruchirappalli,34.87,0.03,98.91
2021,4,6,Thiruchirappalli,32.45,0.31,99.09
2021,4,7,Thiruchirappalli,32.27,0,99.17
2021,4,8,Thiruchirappalli,32.21,0,99.01
2021,4,9,Thiruchirappalli,32.84,0,98.94
2021,4,10,Thiruchirappalli,32.98,0.09,99.07
2021,4,11,Thiruchirappalli,33.02,0.56,99.2
2021,4,12,Thiruchirappalli,32.45,2.54,99.25
2021,4,13,Thiruchirappalli,31.98,0.84,99.23
2021,4,14,Thiruchirappalli,30.33,6.83,99.16
2021,4,15,Thiruchirappalli,28.01,9.17,99.18
2021,4,16,Thiruchirappalli,29.19,2.01,99.09
2021,4,17,Thiruchirappalli,31.37,0.02,99.1
2021,4,18,Thiruchirappalli,32.44,0.04,99.16
2021,4,19,Thiruchirappalli,33.01,0.07,98.97
2021,4,20,Thiruchirappalli,32.2,0.3,98.91
2021,4,21,Thiruchirappalli,32.4,0.63,99.03
2021,4,22,Thiruchirappalli,32.76,0.04,99.04
2021,4,23,Thiruchirappalli,32.75,2.73,99.01
2021,4,24,Thiruchirappalli,30.29,4.23,99.02
2021,4,25,Thiruchirappalli,31.37,1.51,99
2021,4,26,Thiruchirappalli,31.61,0.16,98.96
2021,4,27,Thiruchirappalli,30.62,0.01,99.03
2021,4,28,Thiruchirappalli,31.97,0,99.04
2021,4,29,Thiruchirappalli,33.48,0.01,98.96
2021,4,30,Thiruchirappalli,33.16,0.15,98.89
2021,5,1,Thiruchirappalli,31.65,0.59,98.95
2021,5,2,Thiruchirappalli,32.58,0.82,98.95
2021,5,3,Thiruchirappalli,32.45,2.62,98.91
2021,5,4,Thiruchirappalli,31.24,5.13,98.88
2021,5,5,Thiruchirappalli,31.61,1.08,98.9
2021,5,6,Thiruchirappalli,33.19,0.15,98.96
2021,5,7,Thiruchirappalli,31.78,1.12,99.06
